"","Date","hour","use..kW.","day"
"1592",2010-03-08,7,2926.23333333333,1
"1593",2010-03-08,8,3410.3,1
"1594",2010-03-08,9,3518.33333333333,1
"1595",2010-03-08,10,2152.1,1
"1596",2010-03-08,11,1852.23333333333,1
"1597",2010-03-08,12,3042.46666666667,1
"1598",2010-03-08,13,2384.7,1
"1599",2010-03-08,14,2026.33333333333,1
"1600",2010-03-08,15,3969,1
"1601",2010-03-08,16,2082.3,1
"1602",2010-03-08,17,1571,1
"1603",2010-03-08,18,1918.2,1
"1604",2010-03-08,19,1729.33333333333,1
"1605",2010-03-08,20,2448.86666666667,1
"1606",2010-03-08,21,1426.93333333333,1
"1607",2010-03-08,22,1505.6,1
"1608",2010-03-08,23,383.266666666667,1
"1609",2010-03-09,0,376.433333333333,2
"1610",2010-03-09,1,359.866666666667,2
"1611",2010-03-09,2,417.366666666667,2
"1612",2010-03-09,3,393.733333333333,2
"1613",2010-03-09,4,356.3,2
"1614",2010-03-09,5,338.6,2
"1615",2010-03-09,6,1043,2
"1616",2010-03-09,7,2705.13333333333,2
"1617",2010-03-09,8,2266.13333333333,2
"1618",2010-03-09,9,1560.03333333333,2
"1619",2010-03-09,10,1503.13333333333,2
"1620",2010-03-09,11,1610.2,2
"1621",2010-03-09,12,1640.03333333333,2
"1622",2010-03-09,13,2188.96666666667,2
"1623",2010-03-09,14,765.466666666667,2
"1624",2010-03-09,15,482.466666666667,2
"1625",2010-03-09,16,864.366666666667,2
"1626",2010-03-09,17,541.1,2
"1627",2010-03-09,18,922.5,2
"1628",2010-03-09,19,1851.03333333333,2
"1629",2010-03-09,20,2746.66666666667,2
"1630",2010-03-09,21,2379.56666666667,2
"1631",2010-03-09,22,1558.76666666667,2
"1632",2010-03-09,23,464.333333333333,2
"1633",2010-03-10,0,1134.86666666667,3
"1634",2010-03-10,1,345.866666666667,3
"1635",2010-03-10,2,348,3
"1636",2010-03-10,3,326.766666666667,3
"1637",2010-03-10,4,322.6,3
"1638",2010-03-10,5,387.766666666667,3
"1639",2010-03-10,6,979.833333333333,3
"1640",2010-03-10,7,2568.03333333333,3
"1641",2010-03-10,8,2053.2,3
"1642",2010-03-10,9,1963.23333333333,3
"1643",2010-03-10,10,1425.9,3
"1644",2010-03-10,11,1462.6,3
"1645",2010-03-10,12,1775.73333333333,3
"1646",2010-03-10,13,1546.46666666667,3
"1647",2010-03-10,14,1772.7,3
"1648",2010-03-10,15,1788.43333333333,3
"1649",2010-03-10,16,1769.73333333333,3
"1650",2010-03-10,17,1769,3
"1651",2010-03-10,18,1534.06666666667,3
"1652",2010-03-10,19,1086,3
"1653",2010-03-10,20,1092.03333333333,3
"1654",2010-03-10,21,1378.36666666667,3
"1655",2010-03-10,22,978.933333333333,3
"1656",2010-03-10,23,567.066666666667,3
"1657",2010-03-11,0,714,4
"1658",2010-03-11,1,837.266666666667,4
"1659",2010-03-11,2,325.466666666667,4
"1660",2010-03-11,3,388.5,4
"1661",2010-03-11,4,320.466666666667,4
"1662",2010-03-11,5,327.266666666667,4
"1663",2010-03-11,6,923.666666666667,4
"1664",2010-03-11,7,2052.1,4
"1665",2010-03-11,8,1903.23333333333,4
"1666",2010-03-11,9,1435.4,4
"1667",2010-03-11,10,1489.73333333333,4
"1668",2010-03-11,11,1375.03333333333,4
"1669",2010-03-11,12,1379.76666666667,4
"1670",2010-03-11,13,1411.2,4
"1671",2010-03-11,14,1450.3,4
"1672",2010-03-11,15,397.333333333333,4
"1673",2010-03-11,16,298.6,4
"1674",2010-03-11,17,302.1,4
"1675",2010-03-11,18,1476.2,4
"1676",2010-03-11,19,2490.36666666667,4
"1677",2010-03-11,20,3485.73333333333,4
"1678",2010-03-11,21,3946.36666666667,4
"1679",2010-03-11,22,2078.7,4
"1680",2010-03-11,23,1709.36666666667,4
"1681",2010-03-12,0,1397.8,5
"1682",2010-03-12,1,355.9,5
"1683",2010-03-12,2,301.933333333333,5
"1684",2010-03-12,3,298.266666666667,5
"1685",2010-03-12,4,307.166666666667,5
"1686",2010-03-12,5,313.033333333333,5
"1687",2010-03-12,6,373.066666666667,5
"1688",2010-03-12,7,2016.76666666667,5
"1689",2010-03-12,8,2374,5
"1690",2010-03-12,9,1942.9,5
"1691",2010-03-12,10,1372.4,5
"1692",2010-03-12,11,1442.7,5
"1693",2010-03-12,12,1418.66666666667,5
"1694",2010-03-12,13,1413.63333333333,5
"1695",2010-03-12,14,1575.73333333333,5
"1696",2010-03-12,15,1289.86666666667,5
"1697",2010-03-12,16,1006.56666666667,5
"1698",2010-03-12,17,668.333333333333,5
"1699",2010-03-12,18,1118.73333333333,5
"1700",2010-03-12,19,2923.16666666667,5
"1701",2010-03-12,20,901.833333333333,5
"1702",2010-03-12,21,799.633333333333,5
"1703",2010-03-12,22,727.633333333333,5
"1704",2010-03-12,23,1084,5
"1705",2010-03-13,0,344.766666666667,6
"1706",2010-03-13,1,310.166666666667,6
"1707",2010-03-13,2,308.733333333333,6
"1708",2010-03-13,3,369.433333333333,6
"1709",2010-03-13,4,303.366666666667,6
"1710",2010-03-13,5,312.133333333333,6
"1711",2010-03-13,6,609.366666666667,6
"1712",2010-03-13,7,2109.23333333333,6
"1713",2010-03-13,8,1612.8,6
"1714",2010-03-13,9,1892.4,6
"1715",2010-03-13,10,2770.06666666667,6
"1716",2010-03-13,11,2001.4,6
"1717",2010-03-13,12,2324.23333333333,6
"1718",2010-03-13,13,1719,6
"1719",2010-03-13,14,3040.56666666667,6
"1720",2010-03-13,15,2125.56666666667,6
"1721",2010-03-13,16,909.766666666667,6
"1722",2010-03-13,17,2875.26666666667,6
"1723",2010-03-13,18,3842.4,6
"1724",2010-03-13,19,3420.66666666667,6
"1725",2010-03-13,20,2095.03333333333,6
"1726",2010-03-13,21,1425.8,6
"1727",2010-03-13,22,1454,6
"1728",2010-03-13,23,1540.66666666667,6
"1729",2010-03-14,0,1516.13333333333,0
"1730",2010-03-14,1,995.066666666667,0
"1731",2010-03-14,2,329.766666666667,0
"1732",2010-03-14,3,332.533333333333,0
"1733",2010-03-14,4,396.866666666667,0
"1734",2010-03-14,5,309.933333333333,0
"1735",2010-03-14,6,305.633333333333,0
"1736",2010-03-14,7,338.666666666667,0
"1737",2010-03-14,8,327.633333333333,0
"1738",2010-03-14,9,866.2,0
"1739",2010-03-14,10,1147.63333333333,0
"1740",2010-03-14,11,1025.73333333333,0
"1741",2010-03-14,12,1782.03333333333,0
"1742",2010-03-14,13,1759.93333333333,0
"1743",2010-03-14,14,1025.16666666667,0
"1744",2010-03-14,15,1040.33333333333,0
"1745",2010-03-14,16,777.666666666667,0
"1746",2010-03-14,17,1523.8,0
"1747",2010-03-14,18,1173.13333333333,0
"1748",2010-03-14,19,1645.13333333333,0
"1749",2010-03-14,20,1506.96666666667,0
"1750",2010-03-14,21,2993.06666666667,0
"1751",2010-03-14,22,1799.9,0
"1752",2010-03-14,23,1192.96666666667,0
"1753",2010-03-15,0,429.666666666667,1
"1754",2010-03-15,1,320.2,1
"1755",2010-03-15,2,562.966666666667,1
"1756",2010-03-15,3,674.733333333333,1
"1757",2010-03-15,4,306.333333333333,1
"1758",2010-03-15,5,387.833333333333,1
"1759",2010-03-15,6,648.033333333333,1
"1760",2010-03-15,7,1964.33333333333,1
"1761",2010-03-15,8,1428.26666666667,1
"1762",2010-03-15,9,1486.26666666667,1
"1763",2010-03-15,10,1520.56666666667,1
"1764",2010-03-15,11,1535.56666666667,1
"1765",2010-03-15,12,1684.7,1
"1766",2010-03-15,13,1418.66666666667,1
"1767",2010-03-15,14,1452.2,1
"1768",2010-03-15,15,1503.5,1
"1769",2010-03-15,16,1024.73333333333,1
"1770",2010-03-15,17,472.4,1
"1771",2010-03-15,18,488.933333333333,1
"1772",2010-03-15,19,2929.23333333333,1
"1773",2010-03-15,20,2764.8,1
"1774",2010-03-15,21,2557.26666666667,1
"1775",2010-03-15,22,1743.7,1
"1776",2010-03-15,23,559.266666666667,1
"1777",2010-03-16,0,312.833333333333,2
"1778",2010-03-16,1,402.133333333333,2
"1779",2010-03-16,2,334.6,2
"1780",2010-03-16,3,299.633333333333,2
"1781",2010-03-16,4,900.633333333333,2
"1782",2010-03-16,5,338.766666666667,2
"1783",2010-03-16,6,1512.8,2
"1784",2010-03-16,7,1648.06666666667,2
"1785",2010-03-16,8,2039.26666666667,2
"1786",2010-03-16,9,1607.06666666667,2
"1787",2010-03-16,10,1428.53333333333,2
"1788",2010-03-16,11,1486,2
"1789",2010-03-16,12,1393.5,2
"1790",2010-03-16,13,603.066666666667,2
"1791",2010-03-16,14,522.733333333333,2
"1792",2010-03-16,15,638.566666666667,2
"1793",2010-03-16,16,716.233333333333,2
"1794",2010-03-16,17,719.233333333333,2
"1795",2010-03-16,18,1557.36666666667,2
"1796",2010-03-16,19,1713.66666666667,2
"1797",2010-03-16,20,1466.13333333333,2
"1798",2010-03-16,21,1696.9,2
"1799",2010-03-16,22,1926.76666666667,2
"1800",2010-03-16,23,446.333333333333,2
"1801",2010-03-17,0,347.233333333333,3
"1802",2010-03-17,1,318.833333333333,3
"1803",2010-03-17,2,411.7,3
"1804",2010-03-17,3,380.266666666667,3
"1805",2010-03-17,4,331.833333333333,3
"1806",2010-03-17,5,319.066666666667,3
"1807",2010-03-17,6,1098.8,3
"1808",2010-03-17,7,2053.03333333333,3
"1809",2010-03-17,8,2006.23333333333,3
"1810",2010-03-17,9,1944.23333333333,3
"1811",2010-03-17,10,1441.86666666667,3
"1812",2010-03-17,11,1780.53333333333,3
"1813",2010-03-17,12,2943.23333333333,3
"1814",2010-03-17,13,2515.13333333333,3
"1815",2010-03-17,14,1702.66666666667,3
"1816",2010-03-17,15,1695.1,3
"1817",2010-03-17,16,1450.06666666667,3
"1818",2010-03-17,17,1270.33333333333,3
"1819",2010-03-17,18,2434.03333333333,3
"1820",2010-03-17,19,1700.96666666667,3
"1821",2010-03-17,20,1344.2,3
"1822",2010-03-17,21,2248.5,3
"1823",2010-03-17,22,1350.53333333333,3
"1824",2010-03-17,23,397.1,3
"1825",2010-03-18,0,368.6,4
"1826",2010-03-18,1,388.866666666667,4
"1827",2010-03-18,2,317.066666666667,4
"1828",2010-03-18,3,334.733333333333,4
"1829",2010-03-18,4,300.166666666667,4
"1830",2010-03-18,5,635.033333333333,4
"1831",2010-03-18,6,1990.7,4
"1832",2010-03-18,7,1779.3,4
"1833",2010-03-18,8,1754.6,4
"1834",2010-03-18,9,1370.63333333333,4
"1835",2010-03-18,10,1512.83333333333,4
"1836",2010-03-18,11,576.5,4
"1837",2010-03-18,12,442.266666666667,4
"1838",2010-03-18,13,410.233333333333,4
"1839",2010-03-18,14,414.866666666667,4
"1840",2010-03-18,15,807.466666666667,4
"1841",2010-03-18,16,888.733333333333,4
"1842",2010-03-18,17,1252.26666666667,4
"1843",2010-03-18,18,1619.86666666667,4
"1844",2010-03-18,19,2497.46666666667,4
"1845",2010-03-18,20,3016.96666666667,4
"1846",2010-03-18,21,1958.9,4
"1847",2010-03-18,22,826.2,4
"1848",2010-03-18,23,580.433333333333,4
"1849",2010-03-19,0,479.866666666667,5
"1850",2010-03-19,1,526.333333333333,5
"1851",2010-03-19,2,551.366666666667,5
"1852",2010-03-19,3,734.733333333333,5
"1853",2010-03-19,4,903,5
"1854",2010-03-19,5,511.133333333333,5
"1855",2010-03-19,6,730.766666666667,5
"1856",2010-03-19,7,1420.6,5
"1857",2010-03-19,8,1810.73333333333,5
"1858",2010-03-19,9,1409.8,5
"1859",2010-03-19,10,1470.2,5
"1860",2010-03-19,11,1369.76666666667,5
"1861",2010-03-19,12,1440.96666666667,5
"1862",2010-03-19,13,1452.73333333333,5
"1863",2010-03-19,14,1599.46666666667,5
"1864",2010-03-19,15,1422.1,5
"1865",2010-03-19,16,446.9,5
"1866",2010-03-19,17,511.8,5
"1867",2010-03-19,18,775.8,5
"1868",2010-03-19,19,2723.86666666667,5
"1869",2010-03-19,20,1881.96666666667,5
"1870",2010-03-19,21,1404.66666666667,5
"1871",2010-03-19,22,1476.13333333333,5
"1872",2010-03-19,23,668.366666666667,5
"1873",2010-03-20,0,1132.26666666667,6
"1874",2010-03-20,1,390.4,6
"1875",2010-03-20,2,350,6
"1876",2010-03-20,3,363.816666666667,6
"1877",2010-03-20,4,341.116666666667,6
"1878",2010-03-20,5,638.1,6
"1879",2010-03-20,6,533.55,6
"1880",2010-03-20,7,1276.95,6
"1881",2010-03-20,8,1130.28333333333,6
"1882",2010-03-20,9,1908.95,6
"1883",2010-03-20,10,2623.28333333333,6
"1884",2010-03-20,11,1995.85,6
"1885",2010-03-20,12,1867.03333333333,6
"1886",2010-03-20,13,1576.05,6
"1887",2010-03-20,14,2216.68333333333,6
"1888",2010-03-20,15,1741.4,6
"1889",2010-03-20,16,1331.73333333333,6
"1890",2010-03-20,17,2827.66666666667,6
"1891",2010-03-20,18,3667.43333333333,6
"1892",2010-03-20,19,2337.65,6
"1893",2010-03-20,20,1577.73333333333,6
"1894",2010-03-20,21,1346.66666666667,6
"1895",2010-03-20,22,1458.38333333333,6
"1896",2010-03-20,23,1425.5,6
"1897",2010-03-21,0,1270.53333333333,0
"1898",2010-03-21,1,734.883333333333,0
"1899",2010-03-21,2,794.133333333333,0
"1900",2010-03-21,3,786.616666666667,0
"1901",2010-03-21,4,387.183333333333,0
"1902",2010-03-21,5,356.6,0
"1903",2010-03-21,6,307.516666666667,0
"1904",2010-03-21,7,340.633333333333,0
"1905",2010-03-21,8,405.433333333333,0
"1906",2010-03-21,9,680.733333333333,0
"1907",2010-03-21,10,1582.36666666667,0
"1908",2010-03-21,11,1578.05,0
"1909",2010-03-21,12,1346.06666666667,0
"1910",2010-03-21,13,1348.55,0
"1911",2010-03-21,14,1740.03333333333,0
"1912",2010-03-21,15,1844.33333333333,0
"1913",2010-03-21,16,1361.53333333333,0
"1914",2010-03-21,17,416.933333333333,0
"1915",2010-03-21,18,517.966666666667,0
"1916",2010-03-21,19,2523.76666666667,0
"1917",2010-03-21,20,2492.2,0
"1918",2010-03-21,21,2499,0
"1919",2010-03-21,22,693,0
"1920",2010-03-21,23,850.666666666667,0
"1921",2010-03-22,0,572.333333333333,1
"1922",2010-03-22,1,313.233333333333,1
"1923",2010-03-22,2,910.133333333333,1
"1924",2010-03-22,3,306.6,1
"1925",2010-03-22,4,376.233333333333,1
"1926",2010-03-22,5,371.966666666667,1
"1927",2010-03-22,6,1419.46666666667,1
"1928",2010-03-22,7,1817.2,1
"1929",2010-03-22,8,1414.46666666667,1
"1930",2010-03-22,9,1372.43333333333,1
"1931",2010-03-22,10,1402.66666666667,1
"1932",2010-03-22,11,1368.26666666667,1
"1933",2010-03-22,12,1666.5,1
"1934",2010-03-22,13,1562.3,1
"1935",2010-03-22,14,1472.33333333333,1
"1936",2010-03-22,15,1394.16666666667,1
"1937",2010-03-22,16,1239.73333333333,1
"1938",2010-03-22,17,311.6,1
"1939",2010-03-22,18,765.566666666667,1
"1940",2010-03-22,19,1428.4,1
"1941",2010-03-22,20,2133.66666666667,1
"1942",2010-03-22,21,1900.06666666667,1
"1943",2010-03-22,22,1156.5,1
"1944",2010-03-22,23,300.666666666667,1
"1945",2010-03-23,0,336,2
"1946",2010-03-23,1,1046.06666666667,2
"1947",2010-03-23,2,376.6,2
"1948",2010-03-23,3,372.633333333333,2
"1949",2010-03-23,4,332.4,2
"1950",2010-03-23,5,289.633333333333,2
"1951",2010-03-23,6,488.166666666667,2
"1952",2010-03-23,7,1279.53333333333,2
"1953",2010-03-23,8,2216.03333333333,2
"1954",2010-03-23,9,1945.86666666667,2
"1955",2010-03-23,10,1640.66666666667,2
"1956",2010-03-23,11,1478.8,2
"1957",2010-03-23,12,1470.83333333333,2
"1958",2010-03-23,13,1383.66666666667,2
"1959",2010-03-23,14,1608.66666666667,2
"1960",2010-03-23,15,2227,2
"1961",2010-03-23,16,1017.83333333333,2
"1962",2010-03-23,17,579.433333333333,2
"1963",2010-03-23,18,527.266666666667,2
"1964",2010-03-23,19,2446.3,2
"1965",2010-03-23,20,2495.96666666667,2
"1966",2010-03-23,21,2501.5,2
"1967",2010-03-23,22,1826.1,2
"1968",2010-03-23,23,482.4,2
"1969",2010-03-24,0,301.833333333333,3
"1970",2010-03-24,1,346.9,3
"1971",2010-03-24,2,313.766666666667,3
"1972",2010-03-24,3,748.033333333333,3
"1973",2010-03-24,4,670.266666666667,3
"1974",2010-03-24,5,339.9,3
"1975",2010-03-24,6,1386.5,3
"1976",2010-03-24,7,1733.5,3
"1977",2010-03-24,8,1788.36666666667,3
"1978",2010-03-24,9,1748,3
"1979",2010-03-24,10,1803.13333333333,3
"1980",2010-03-24,11,3181.86666666667,3
"1981",2010-03-24,12,2174.36666666667,3
"1982",2010-03-24,13,2583.63333333333,3
"1983",2010-03-24,14,3053.56666666667,3
"1984",2010-03-24,15,1509.86666666667,3
"1985",2010-03-24,16,681.3,3
"1986",2010-03-24,17,733.2,3
"1987",2010-03-24,18,639,3
"1988",2010-03-24,19,1321.46666666667,3
"1989",2010-03-24,20,2077.53333333333,3
"1990",2010-03-24,21,2395.96666666667,3
"1991",2010-03-24,22,1258.5,3
"1992",2010-03-24,23,455.4,3
"1993",2010-03-25,0,455.533333333333,4
"1994",2010-03-25,1,480.566666666667,4
"1995",2010-03-25,2,472.033333333333,4
"1996",2010-03-25,3,509.3,4
"1997",2010-03-25,4,458.533333333333,4
"1998",2010-03-25,5,982.733333333333,4
"1999",2010-03-25,6,1215.26666666667,4
"2000",2010-03-25,7,1953.23333333333,4
"2001",2010-03-25,8,2008.13333333333,4
"2002",2010-03-25,9,1728.46666666667,4
"2003",2010-03-25,10,1749.9,4
"2004",2010-03-25,11,1705.86666666667,4
"2005",2010-03-25,12,1810.8,4
"2006",2010-03-25,13,1526.86666666667,4
"2007",2010-03-25,14,468.6,4
"2008",2010-03-25,15,338.233333333333,4
"2009",2010-03-25,16,340.2,4
"2010",2010-03-25,17,385,4
"2011",2010-03-25,18,799.533333333333,4
"2012",2010-03-25,19,1596.73333333333,4
"2013",2010-03-25,20,2431.76666666667,4
"2014",2010-03-25,21,2121.63333333333,4
"2015",2010-03-25,22,1593.86666666667,4
"2016",2010-03-25,23,865.266666666667,4
"2017",2010-03-26,0,337.566666666667,5
"2018",2010-03-26,1,408.2,5
"2019",2010-03-26,2,374.033333333333,5
"2020",2010-03-26,3,303.7,5
"2021",2010-03-26,4,333.6,5
"2022",2010-03-26,5,294.666666666667,5
"2023",2010-03-26,6,1181.36666666667,5
"2024",2010-03-26,7,2297,5
"2025",2010-03-26,8,1825.93333333333,5
"2026",2010-03-26,9,1913.96666666667,5
"2027",2010-03-26,10,1389.36666666667,5
"2028",2010-03-26,11,1209.7,5
"2029",2010-03-26,12,770.833333333333,5
"2030",2010-03-26,13,488.2,5
"2031",2010-03-26,14,588,5
"2032",2010-03-26,15,1051.36666666667,5
"2033",2010-03-26,16,1498.56666666667,5
"2034",2010-03-26,17,1493.8,5
"2035",2010-03-26,18,923.266666666667,5
"2036",2010-03-26,19,1128.06666666667,5
"2037",2010-03-26,20,2190.2,5
"2038",2010-03-26,21,2819.2,5
"2039",2010-03-26,22,1593.4,5
"2040",2010-03-26,23,1107.4,5
"2041",2010-03-27,0,501.166666666667,6
"2042",2010-03-27,1,368.533333333333,6
"2043",2010-03-27,2,323.4,6
"2044",2010-03-27,3,346.1,6
"2045",2010-03-27,4,378.866666666667,6
"2046",2010-03-27,5,964.066666666667,6
"2047",2010-03-27,6,457.733333333333,6
"2048",2010-03-27,7,444.666666666667,6
"2049",2010-03-27,8,647.766666666667,6
"2050",2010-03-27,9,1925.5,6
"2051",2010-03-27,10,2476.5,6
"2052",2010-03-27,11,1990.3,6
"2053",2010-03-27,12,1409.83333333333,6
"2054",2010-03-27,13,1433.1,6
"2055",2010-03-27,14,1392.8,6
"2056",2010-03-27,15,1357.23333333333,6
"2057",2010-03-27,16,1753.7,6
"2058",2010-03-27,17,2780.06666666667,6
"2059",2010-03-27,18,3492.46666666667,6
"2060",2010-03-27,19,1254.63333333333,6
"2061",2010-03-27,20,1060.43333333333,6
"2062",2010-03-27,21,1267.53333333333,6
"2063",2010-03-27,22,1462.76666666667,6
"2064",2010-03-27,23,1310.33333333333,6
"2065",2010-03-28,0,1024.93333333333,0
"2066",2010-03-28,1,474.7,0
"2067",2010-03-28,2,1258.5,0
"2068",2010-03-28,3,1240.7,0
"2069",2010-03-28,4,377.5,0
"2070",2010-03-28,5,403.266666666667,0
"2071",2010-03-28,6,309.4,0
"2072",2010-03-28,7,342.6,0
"2073",2010-03-28,8,483.233333333333,0
"2074",2010-03-28,9,495.266666666667,0
"2075",2010-03-28,10,2017.1,0
"2076",2010-03-28,11,2130.36666666667,0
"2077",2010-03-28,12,910.1,0
"2078",2010-03-28,13,1120,0
"2079",2010-03-28,14,2519.36666666667,0
"2080",2010-03-28,15,623.166666666667,0
"2081",2010-03-28,16,792.233333333333,0
"2082",2010-03-28,17,767.633333333333,0
"2083",2010-03-28,18,893.166666666667,0
"2084",2010-03-28,19,2766.5,0
"2085",2010-03-28,20,3007.2,0
"2086",2010-03-28,21,2572.7,0
"2087",2010-03-28,22,2621.2,0
"2088",2010-03-28,23,819.4,0
"2089",2010-03-29,0,363.7,1
"2090",2010-03-29,1,367.533333333333,1
"2091",2010-03-29,2,351.033333333333,1
"2092",2010-03-29,3,394.966666666667,1
"2093",2010-03-29,4,473.966666666667,1
"2094",2010-03-29,5,883.2,1
"2095",2010-03-29,6,605.766666666667,1
"2096",2010-03-29,7,2251.63333333333,1
"2097",2010-03-29,8,1407.46666666667,1
"2098",2010-03-29,9,1461.3,1
"2099",2010-03-29,10,1427.7,1
"2100",2010-03-29,11,1478.43333333333,1
"2101",2010-03-29,12,1469.96666666667,1
"2102",2010-03-29,13,1520.8,1
"2103",2010-03-29,14,1419.26666666667,1
"2104",2010-03-29,15,1463.6,1
"2105",2010-03-29,16,1454.5,1
"2106",2010-03-29,17,1480.83333333333,1
"2107",2010-03-29,18,893.533333333333,1
"2108",2010-03-29,19,844.7,1
"2109",2010-03-29,20,1533.36666666667,1
"2110",2010-03-29,21,2041.63333333333,1
"2111",2010-03-29,22,872.933333333333,1
"2112",2010-03-29,23,583.8,1
"2113",2010-03-30,0,482.2,2
"2114",2010-03-30,1,445.233333333333,2
"2115",2010-03-30,2,412.266666666667,2
"2116",2010-03-30,3,448.766666666667,2
"2117",2010-03-30,4,523.866666666667,2
"2118",2010-03-30,5,1208,2
"2119",2010-03-30,6,516.866666666667,2
"2120",2010-03-30,7,2576.13333333333,2
"2121",2010-03-30,8,2625.8,2
"2122",2010-03-30,9,2013.06666666667,2
"2123",2010-03-30,10,1761.43333333333,2
"2124",2010-03-30,11,1477.8,2
"2125",2010-03-30,12,1447.43333333333,2
"2126",2010-03-30,13,2249.66666666667,2
"2127",2010-03-30,14,1542.8,2
"2128",2010-03-30,15,1143.16666666667,2
"2129",2010-03-30,16,885,2
"2130",2010-03-30,17,899.266666666667,2
"2131",2010-03-30,18,678,2
"2132",2010-03-30,19,948.666666666667,2
"2133",2010-03-30,20,1760.3,2
"2134",2010-03-30,21,2970.23333333333,2
"2135",2010-03-30,22,2272.76666666667,2
"2136",2010-03-30,23,485.5,2
"2137",2010-03-31,0,466.8,3
"2138",2010-03-31,1,324.533333333333,3
"2139",2010-03-31,2,333.066666666667,3
"2140",2010-03-31,3,297.366666666667,3
"2141",2010-03-31,4,295.3,3
"2142",2010-03-31,5,630.033333333333,3
"2143",2010-03-31,6,1047.9,3
"2144",2010-03-31,7,1844.53333333333,3
"2145",2010-03-31,8,2200.96666666667,3
"2146",2010-03-31,9,2257.03333333333,3
"2147",2010-03-31,10,1406,3
"2148",2010-03-31,11,1939.3,3
"2149",2010-03-31,12,2007.16666666667,3
"2150",2010-03-31,13,3135.03333333333,3
"2151",2010-03-31,14,491.533333333333,3
"2152",2010-03-31,15,973,3
"2153",2010-03-31,16,2060.53333333333,3
"2154",2010-03-31,17,850.3,3
"2155",2010-03-31,18,1109.63333333333,3
"2156",2010-03-31,19,1937.8,3
"2157",2010-03-31,20,2167.43333333333,3
"2158",2010-03-31,21,2619.9,3
"2159",2010-03-31,22,1226.06666666667,3
"2160",2010-03-31,23,442.133333333333,3
"2161",2010-04-01,0,368,4
"2162",2010-04-01,1,374.366666666667,4
"2163",2010-04-01,2,308.666666666667,4
"2164",2010-04-01,3,315.3,4
"2165",2010-04-01,4,412.066666666667,4
"2166",2010-04-01,5,956,4
"2167",2010-04-01,6,711.5,4
"2168",2010-04-01,7,1897.63333333333,4
"2169",2010-04-01,8,1739.43333333333,4
"2170",2010-04-01,9,1410.66666666667,4
"2171",2010-04-01,10,1427.83333333333,4
"2172",2010-04-01,11,1392.23333333333,4
"2173",2010-04-01,12,1411.8,4
"2174",2010-04-01,13,1362.23333333333,4
"2175",2010-04-01,14,1120.3,4
"2176",2010-04-01,15,368.8,4
"2177",2010-04-01,16,437.333333333333,4
"2178",2010-04-01,17,340.833333333333,4
"2179",2010-04-01,18,694.7,4
"2180",2010-04-01,19,1991.2,4
"2181",2010-04-01,20,2848.73333333333,4
"2182",2010-04-01,21,2488.16666666667,4
"2183",2010-04-01,22,2331.26666666667,4
"2184",2010-04-01,23,1414.93333333333,4
"2185",2010-04-02,0,727.833333333333,5
"2186",2010-04-02,1,297.1,5
"2187",2010-04-02,2,369.366666666667,5
"2188",2010-04-02,3,351.966666666667,5
"2189",2010-04-02,4,298.8,5
"2190",2010-04-02,5,291.7,5
"2191",2010-04-02,6,1076.6,5
"2192",2010-04-02,7,1919.56666666667,5
"2193",2010-04-02,8,1747.63333333333,5
"2194",2010-04-02,9,1903.03333333333,5
"2195",2010-04-02,10,1530.8,5
"2196",2010-04-02,11,1490.23333333333,5
"2197",2010-04-02,12,1829.83333333333,5
"2198",2010-04-02,13,487.3,5
"2199",2010-04-02,14,733.766666666667,5
"2200",2010-04-02,15,1536.6,5
"2201",2010-04-02,16,1578.33333333333,5
"2202",2010-04-02,17,1514.63333333333,5
"2203",2010-04-02,18,875.833333333333,5
"2204",2010-04-02,19,1525.26666666667,5
"2205",2010-04-02,20,2263.06666666667,5
"2206",2010-04-02,21,1546.53333333333,5
"2207",2010-04-02,22,1164.56666666667,5
"2208",2010-04-02,23,416.666666666667,5
"2209",2010-04-03,0,758.766666666667,6
"2210",2010-04-03,1,569.966666666667,6
"2211",2010-04-03,2,300.133333333333,6
"2212",2010-04-03,3,337.866666666667,6
"2213",2010-04-03,4,300.4,6
"2214",2010-04-03,5,285.933333333333,6
"2215",2010-04-03,6,655.533333333333,6
"2216",2010-04-03,7,2519.43333333333,6
"2217",2010-04-03,8,1978.6,6
"2218",2010-04-03,9,1632.73333333333,6
"2219",2010-04-03,10,2115.1,6
"2220",2010-04-03,11,2311.46666666667,6
"2221",2010-04-03,12,1721.53333333333,6
"2222",2010-04-03,13,1661.76666666667,6
"2223",2010-04-03,14,1576.16666666667,6
"2224",2010-04-03,15,1490.03333333333,6
"2225",2010-04-03,16,1556.66666666667,6
"2226",2010-04-03,17,1517.56666666667,6
"2227",2010-04-03,18,1523.56666666667,6
"2228",2010-04-03,19,1514.93333333333,6
"2229",2010-04-03,20,1590.33333333333,6
"2230",2010-04-03,21,1156.06666666667,6
"2231",2010-04-03,22,444.833333333333,6
"2232",2010-04-03,23,568.566666666667,6
"2233",2010-04-04,0,555.866666666667,0
"2234",2010-04-04,1,339.066666666667,0
"2235",2010-04-04,2,961.066666666667,0
"2236",2010-04-04,3,577.5,0
"2237",2010-04-04,4,412.333333333333,0
"2238",2010-04-04,5,293.933333333333,0
"2239",2010-04-04,6,307.566666666667,0
"2240",2010-04-04,7,557.5,0
"2241",2010-04-04,8,563.266666666667,0
